State/Province,County/Parish,DI Basin,DI Play,DI Subplay,Grantor,Grantee Alias,Vol/Page,Record Number,Instrument Type,Instrument Date,Record Date,Effective Date,Term (Months),Expiration of Primary Term,Options/Extensions,Ext. Bonus,Ext. Term (Months),Bonus,Royalty,Area (Acres),Abstract,Section,Township,Township Direction,Range,Range Direction,Block,BLM,State Lease,Grantee,Grantor Address,Grantee Address,Majority Legal Assignee,Majority Assignment Effective Date,Majority Legal Assignee Interest,Majority Assignment Vol/Page,Max Depth,Min Depth,Latitude (WGS84),Longitude (WGS84)
TX,COLORADO (TX),GULF COAST CENTRAL,EAGLEBINE,,MOLAND ROBERT D ,MAGNUM PRODUCING,0865/0217,1722,Memo of lease,2017-06-27,2018-04-26,2017-06-27,36,2020-06-27,0,,0.00000000,,,300.00000000,337,,,,,,,0,0,MAGNUM PRODUCING LP ET AL ,"NOT AVAILABLE  , ,    ","500 N SHORELINE DR SUITE 322  , CORPUS CHRISTI, TX 78401",,,,,,0,29.66702727,-96.60291937
TX,COLORADO (TX),GULF COAST CENTRAL,EAGLEBINE,,MOLAND ROBERT D ,MAGNUM PRODUCING,0865/0217,1722,Memo of lease,2017-06-27,2018-04-26,2017-06-27,36,2020-06-27,0,,0.00000000,,,300.00000000,556,,,,,,,0,0,MAGNUM PRODUCING LP ET AL ,"NOT AVAILABLE  , ,    ","500 N SHORELINE DR SUITE 322  , CORPUS CHRISTI, TX 78401",,,,,,0,29.66734394,-96.59113927
TX,COLORADO (TX),GULF COAST CENTRAL,EAGLEBINE,,NICHOLS SUE ANN ,MAGNUM PRODUCING,0865/0221,1724,Memo of lease,2017-06-27,2018-04-26,2017-06-27,36,2020-06-27,0,,0.00000000,,,16.00000000,556,,,,,,,0,0,MAGNUM PRODUCING LP ET AL ,"NOT AVAILABLE  , ,    ","500 N SHORELINE DR SUITE 322  , CORPUS CHRISTI, TX 78401",,,,,,0,29.66734394,-96.59113927
TX,COLORADO (TX),GULF COAST CENTRAL,EAGLEBINE,,NICHOLS SUE ANN ,MAGNUM PRODUCING,0865/0221,1724,Memo of lease,2017-06-27,2018-04-26,2017-06-27,36,2020-06-27,0,,0.00000000,,,16.00000000,221,,,,,,,0,0,MAGNUM PRODUCING LP ET AL ,"NOT AVAILABLE  , ,    ","500 N SHORELINE DR SUITE 322  , CORPUS CHRISTI, TX 78401",,,,,,0,29.68318966,-96.58786619
TX,COLORADO (TX),GULF COAST CENTRAL,EAGLEBINE,,FOLLIS CONSTRUCTION INC ,MAGNUM PRODUCING,0865/0215,1721,Memo of lease,2018-02-27,2018-04-26,2018-01-24,36,2021-01-24,0,,0.00000000,,,178.04040527,556,,,,,,,0,0,MAGNUM PRODUCING LP ET AL ,"NOT AVAILABLE  , ,    ","500 N SHORELINE DR SUITE 322  , CORPUS CHRISTI, TX 78401",,,,,12000,0,29.66734394,-96.59113927
TX,COLORADO (TX),GULF COAST CENTRAL,EAGLEBINE,,FOLLIS CONSTRUCTION INC ,MAGNUM PRODUCING,0865/0215,1721,Memo of lease,2018-02-27,2018-04-26,2018-01-24,36,2021-01-24,0,,0.00000000,,,178.04040527,221,,,,,,,0,0,MAGNUM PRODUCING LP ET AL ,"NOT AVAILABLE  , ,    ","500 N SHORELINE DR SUITE 322  , CORPUS CHRISTI, TX 78401",,,,,12000,0,29.68318966,-96.58786619
TX,COLORADO (TX),GULF COAST CENTRAL,EAGLEBINE,,FOLLIS CONSTRUCTION INC ,MAGNUM PRODUCING,0865/0215,1721,Memo of lease,2018-02-27,2018-04-26,2018-01-24,36,2021-01-24,0,,0.00000000,,,178.04040527,337,,,,,,,0,0,MAGNUM PRODUCING LP ET AL ,"NOT AVAILABLE  , ,    ","500 N SHORELINE DR SUITE 322  , CORPUS CHRISTI, TX 78401",,,,,12000,0,29.66702727,-96.60291937
TX,COLORADO (TX),GULF COAST CENTRAL,EAGLEBINE,,LOESSIN JOYCE ATTORNEY ET AL ,MAGNUM O&G,0865/0219,1723,Memo of lease,2017-07-03,2018-04-26,2017-07-27,36,2020-07-27,0,,0.00000000,,,75.87999725,556,,,,,,,0,0,MAGNU O & G INC ,"NOT AVAILABLE  , ,    ","500 N SHORELINE DR SUITE 322  , CORPUS CHRISTI, TX 78401",,,,,,0,29.66734394,-96.59113927
TX,COLORADO (TX),FORT WORTH,,,LOESSIN JOYCE ATTORNEY ET AL ,MAGNUM O&G,0865/0219,1723,Memo of lease,2017-07-03,2018-04-26,2017-07-27,36,2020-07-27,0,,0.00000000,,,75.87999725,337,,,,,,,0,0,MAGNU O & G INC ,"NOT AVAILABLE  , ,    ","500 N SHORELINE DR SUITE 322  , CORPUS CHRISTI, TX 78401",,,,,,0,33.37314278,-96.38825347
NM,EDDY (NM),DELAWARE,DELAWARE,,UNITED STATES OF AMERICA ,R&R ROYALTY,0911/0603,1210780,Lease,2012-10-25,2012-10-31,2007-09-01,0,2007-09-01,0,,0.00000000,,,160.55000305,,19.00,26.00,S         ,31.00,E         ,,0,0,R AND R ROYALTY LTD ,"NOT AVAILABLE  , ,    ","500 N SHORELINE 322  , CORPUS CHRISTI,    -78471",,,,,,0,32.02820515,-103.81737758
NM,EDDY (NM),DELAWARE,DELAWARE,,UNITED STATES OF AMERICA ,R&R ROYALTY,0911/0603,1210780,Lease,2012-10-25,2012-10-31,2007-09-01,0,2007-09-01,0,,0.00000000,,,160.55000305,,19.00,26.00,S         ,31.00,E         ,,0,0,R AND R ROYALTY LTD ,"NOT AVAILABLE  , ,    ","500 N SHORELINE 322  , CORPUS CHRISTI,    -78471",,,,,,0,32.02820515,-103.81737758
MT,MUSSELSHELL (MT),BIG SNOWY TROUGH,,,BUREAU OF LAND MANAGEMENT ,MAGNUM PRODUCING,03-18-36/NA,MTM108952DL,Lease,2018-03-13,2018-03-13,,120,2028-03-13,0,,0.00000000,17.00000000,0.12500000,160.00000000,,34.00,9.00,N         ,24.00,E         ,,1,0,MAGNUM PRODUCING LP ," , ,    ","500 N SHORELINE #322  , CORPUS CHRISTI, TX 78471",,,,,,0,46.49674421,-108.68525985
MT,MUSSELSHELL (MT),BIG SNOWY TROUGH,,,BUREAU OF LAND MANAGEMENT ,MAGNUM PRODUCING,03-18-25/NA,MTM108952-DJ,Lease,2018-03-13,2018-03-13,,120,2028-03-13,0,,0.00000000,12.00000000,0.12500000,160.00000000,,20.00,9.00,N         ,23.00,E         ,,1,0,MAGNUM PRODUCING LP ," , ,    ","500 N SHORELINE #322  , CORPUS CHRISTI, TX 78471",,,,,,0,46.52582326,-108.85309359
MT,MUSSELSHELL (MT),BIG SNOWY TROUGH,,,BUREAU OF LAND MANAGEMENT ,MAGNUM PRODUCING,03-18-25/NA,MTM108952-DJ,Lease,2018-03-13,2018-03-13,,120,2028-03-13,0,,0.00000000,12.00000000,0.12500000,160.00000000,,20.00,9.00,N         ,23.00,E         ,,1,0,MAGNUM PRODUCING LP ," , ,    ","500 N SHORELINE #322  , CORPUS CHRISTI, TX 78471",,,,,,0,46.52582326,-108.85309359
MT,MUSSELSHELL (MT),BIG SNOWY TROUGH,,,BUREAU OF LAND MANAGEMENT ,MAGNUM PRODUCING,03-18-25/NA,MTM108952-DJ,Lease,2018-03-13,2018-03-13,,120,2028-03-13,0,,0.00000000,12.00000000,0.12500000,160.00000000,,20.00,9.00,N         ,23.00,E         ,,1,0,MAGNUM PRODUCING LP ," , ,    ","500 N SHORELINE #322  , CORPUS CHRISTI, TX 78471",,,,,,0,46.52582326,-108.85309359
WY,CAMPBELL (WY),POWDER RIVER,POWDER RIVER,,BUREAU OF LAND MANAGEMENT ,MAGNUM PRODUCING,WY-181Q-054/NA,WYW186755,Lease,2018-03-21,2018-03-21,,120,2028-03-21,0,,0.00000000,14.00000000,0.12500000,428.66000000,,5.00,54.00,N         ,72.00,W         ,,1,0,MAGNUM PRODUCING LP ," , ,    ","500 N SHORELINE #322  , CORPUS CHRISTI, TX 78471",,,,,,0,44.69115246,-105.54546439
WY,CAMPBELL (WY),POWDER RIVER,POWDER RIVER,,BUREAU OF LAND MANAGEMENT ,MAGNUM PRODUCING,WY-181Q-054/NA,WYW186755,Lease,2018-03-21,2018-03-21,,120,2028-03-21,0,,0.00000000,14.00000000,0.12500000,428.66000000,,30.00,54.00,N         ,72.00,W         ,,1,0,MAGNUM PRODUCING LP ," , ,    ","500 N SHORELINE #322  , CORPUS CHRISTI, TX 78471",,,,,,0,44.63315724,-105.56489784
WY,CAMPBELL (WY),POWDER RIVER,POWDER RIVER,,BUREAU OF LAND MANAGEMENT ,MAGNUM PRODUCING,WY-181Q-054/NA,WYW186755,Lease,2018-03-21,2018-03-21,,120,2028-03-21,0,,0.00000000,14.00000000,0.12500000,428.66000000,,6.00,54.00,N         ,72.00,W         ,,1,0,MAGNUM PRODUCING LP ," , ,    ","500 N SHORELINE #322  , CORPUS CHRISTI, TX 78471",,,,,,0,44.69107620,-105.56524822
WY,CAMPBELL (WY),POWDER RIVER,POWDER RIVER,,BUREAU OF LAND MANAGEMENT ,MAGNUM PRODUCING,WY-181Q-054/NA,WYW186755,Lease,2018-03-21,2018-03-21,,120,2028-03-21,0,,0.00000000,14.00000000,0.12500000,428.66000000,,21.00,54.00,N         ,72.00,W         ,,1,0,MAGNUM PRODUCING LP ," , ,    ","500 N SHORELINE #322  , CORPUS CHRISTI, TX 78471",,,,,,0,44.64802314,-105.52488755
WY,CAMPBELL (WY),POWDER RIVER,POWDER RIVER,,STATE OF WYOMING ,MAGNUM PRODUCING,58/NA,17-00415,Lease,2017-11-01,2017-11-01,,60,2022-11-01,0,,0.00000000,53.00000000,0.16670000,40.00000000,,25.00,50.00,N         ,74.00,W         ,,0,0,MAGNUM PRODUCING LP ," , ,    "," , ,    ",,,,,,0,44.28127004,-105.70246624
CO,SAN MIGUEL (CO),PARADOX,,,BUREAU OF LAND MANAGEMENT ,R&R ROYALTY,7986/NA,COC78806,Lease,2018-03-08,2018-03-08,,120,2028-03-08,0,,0.00000000,7.00000000,0.12500000,360.00000000,,27.00,43.00,N         ,15.00,W         ,,1,0,R&R ROYALTY ," , ,    ","500 N SHORELINE STE 322  , CORPUS CHRISTI, TX 78401",,,,,,0,37.95768328,-108.50700916
CO,SAN MIGUEL (CO),PARADOX,,,BUREAU OF LAND MANAGEMENT ,R&R ROYALTY,7986/NA,COC78806,Lease,2018-03-08,2018-03-08,,120,2028-03-08,0,,0.00000000,7.00000000,0.12500000,360.00000000,,28.00,43.00,N         ,15.00,W         ,,1,0,R&R ROYALTY ," , ,    ","500 N SHORELINE STE 322  , CORPUS CHRISTI, TX 78401",,,,,,0,37.95780149,-108.52594598
CO,SAN MIGUEL (CO),PARADOX,,,BUREAU OF LAND MANAGEMENT ,R&R ROYALTY,7986/NA,COC78806,Lease,2018-03-08,2018-03-08,,120,2028-03-08,0,,0.00000000,7.00000000,0.12500000,360.00000000,,28.00,43.00,N         ,15.00,W         ,,1,0,R&R ROYALTY ," , ,    ","500 N SHORELINE STE 322  , CORPUS CHRISTI, TX 78401",,,,,,0,37.95780149,-108.52594598
CO,SAN MIGUEL (CO),PARADOX,,,BUREAU OF LAND MANAGEMENT ,R&R ROYALTY,7986/NA,COC78806,Lease,2018-03-08,2018-03-08,,120,2028-03-08,0,,0.00000000,7.00000000,0.12500000,360.00000000,,27.00,43.00,N         ,15.00,W         ,,1,0,R&R ROYALTY ," , ,    ","500 N SHORELINE STE 322  , CORPUS CHRISTI, TX 78401",,,,,,0,37.95768328,-108.50700916
WY,CAMPBELL (WY),POWDER RIVER,POWDER RIVER,,BUREAU OF LAND MANAGEMENT ,MAGNUM PRODUCING,WY-181Q-064/NA,WYW186765,Lease,2018-03-21,2018-03-21,,120,2028-03-21,0,,0.00000000,14.00000000,0.12500000,444.51000000,,1.00,54.00,N         ,73.00,W         ,,1,0,MAGNUM PRODUCING LP ," , ,    ","500 N SHORELINE #322  , CORPUS CHRISTI, TX 78471",,,,,,0,44.69111819,-105.58500916
WY,CAMPBELL (WY),POWDER RIVER,POWDER RIVER,,BUREAU OF LAND MANAGEMENT ,MAGNUM PRODUCING,WY-181Q-064/NA,WYW186765,Lease,2018-03-21,2018-03-21,,120,2028-03-21,0,,0.00000000,14.00000000,0.12500000,444.51000000,,14.00,54.00,N         ,73.00,W         ,,1,0,MAGNUM PRODUCING LP ," , ,    ","500 N SHORELINE #322  , CORPUS CHRISTI, TX 78471",,,,,,0,44.66201190,-105.60536549
WY,CAMPBELL (WY),POWDER RIVER,POWDER RIVER,,BUREAU OF LAND MANAGEMENT ,MAGNUM PRODUCING,WY-181Q-064/NA,WYW186765,Lease,2018-03-21,2018-03-21,,120,2028-03-21,0,,0.00000000,14.00000000,0.12500000,444.51000000,,24.00,54.00,N         ,73.00,W         ,,1,0,MAGNUM PRODUCING LP ," , ,    ","500 N SHORELINE #322  , CORPUS CHRISTI, TX 78471",,,,,,0,44.64734424,-105.58497144
TX,HARDIN (TX),GULF COAST CENTRAL,,,BP AMERICA PRODUCTION COMPANY B/AIF ET AL ,MAGNUM PRODUCING,2090/00777,201883040,Memo of lease,2017-11-17,2018-03-08,2017-12-01,18,2019-06-01,0,,0.00000000,,,1280.00000000,789,,,,,,,0,0,MAGNUM PRODUCING LP ,"737 NORTH ELDRIDGE PARKWAY  , HOUSTON, TX 77079","500 N SHORELINE BLVD SUITE 322  , Corpus Christi, TX 78401",,,,,,0,30.48285779,-94.18131605
TX,HARDIN (TX),GULF COAST CENTRAL,,,BP AMERICA PRODUCTION COMPANY B/AIF ET AL ,MAGNUM PRODUCING,2090/00777,201883040,Memo of lease,2017-11-17,2018-03-08,2017-12-01,18,2019-06-01,0,,0.00000000,,,1280.00000000,298,,,,,,"Blk: 1, Sec: 185",0,0,MAGNUM PRODUCING LP ,"737 NORTH ELDRIDGE PARKWAY  , HOUSTON, TX 77079","500 N SHORELINE BLVD SUITE 322  , Corpus Christi, TX 78401",,,,,,0,30.49838532,-94.18236917
TX,HARDIN (TX),GULF COAST CENTRAL,,,BP AMERICA PRODUCTION COMPANY B/AIF ET AL ,MAGNUM PRODUCING,2090/00777,201883040,Memo of lease,2017-11-17,2018-03-08,2017-12-01,18,2019-06-01,0,,0.00000000,,,1280.00000000,45,,,,,,,0,0,MAGNUM PRODUCING LP ,"737 NORTH ELDRIDGE PARKWAY  , HOUSTON, TX 77079","500 N SHORELINE BLVD SUITE 322  , Corpus Christi, TX 78401",,,,,,0,30.48684578,-94.13065535
WY,CONVERSE (WY),POWDER RIVER,POWDER RIVER,,STATE OF WYOMING ,MAGNUM PRODUCING,45/NA,17-00402,Lease,2017-11-01,2017-11-01,,60,2022-11-01,0,,0.00000000,151.00000000,0.16670000,160.00000000,,18.00,34.00,N         ,74.00,W         ,,0,1,MAGNUM PRODUCING LP ," , ,    "," , ,    ",,,,,,0,42.91745484,-105.78055461
CO,SAN MIGUEL (CO),PARADOX,,,BUREAU OF LAND MANAGEMENT ,R&R ROYALTY,7981/NA,COC78801,Lease,2018-03-08,2018-03-08,,120,2028-03-08,0,,0.00000000,2.00000000,0.12500000,320.31000000,,4.00,42.00,N         ,14.00,W         ,,1,0,R&R ROYALTY ," , ,    ","500 N SHORELINE STE 322  , CORPUS CHRISTI, TX 78401",,,,,,0,37.92864200,-108.41318676
CO,SAN MIGUEL (CO),PARADOX,,,BUREAU OF LAND MANAGEMENT ,R&R ROYALTY,7981/NA,COC78801,Lease,2018-03-08,2018-03-08,,120,2028-03-08,0,,0.00000000,2.00000000,0.12500000,320.31000000,,4.00,42.00,N         ,14.00,W         ,,1,0,R&R ROYALTY ," , ,    ","500 N SHORELINE STE 322  , CORPUS CHRISTI, TX 78401",,,,,,0,37.92864200,-108.41318676
CO,SAN MIGUEL (CO),PARADOX,,,BUREAU OF LAND MANAGEMENT ,R&R ROYALTY,7981/NA,COC78801,Lease,2018-03-08,2018-03-08,,120,2028-03-08,0,,0.00000000,2.00000000,0.12500000,320.31000000,,4.00,42.00,N         ,14.00,W         ,,1,0,R&R ROYALTY ," , ,    ","500 N SHORELINE STE 322  , CORPUS CHRISTI, TX 78401",,,,,,0,37.92864200,-108.41318676
CO,SAN MIGUEL (CO),PARADOX,,,BUREAU OF LAND MANAGEMENT ,R&R ROYALTY,7981/NA,COC78801,Lease,2018-03-08,2018-03-08,,120,2028-03-08,0,,0.00000000,2.00000000,0.12500000,320.31000000,,4.00,42.00,N         ,14.00,W         ,,1,0,R&R ROYALTY ," , ,    ","500 N SHORELINE STE 322  , CORPUS CHRISTI, TX 78401",,,,,,0,37.92864200,-108.41318676
MT,CARBON (MT),BIG HORN,,,BUREAU OF LAND MANAGEMENT ,MAGNUM PRODUCING,03-18-69/NA,MTM105431KQ,Lease,2018-03-13,2018-03-13,,120,2028-03-13,0,,0.00000000,2.00000000,0.12500000,1120.00000000,,32.00,9.00,S         ,22.00,E         ,,1,0,MAGNUM PRODUCING LP ," , ,    ","500 N SHORELINE #322  , CORPUS CHRISTI, TX 78471",,,,,,0,45.00813376,-109.05791980
MT,CARBON (MT),BIG HORN,,,BUREAU OF LAND MANAGEMENT ,MAGNUM PRODUCING,03-18-69/NA,MTM105431KQ,Lease,2018-03-13,2018-03-13,,120,2028-03-13,0,,0.00000000,2.00000000,0.12500000,1120.00000000,,5.00,9.00,S         ,22.00,E         ,,1,0,MAGNUM PRODUCING LP ," , ,    ","500 N SHORELINE #322  , CORPUS CHRISTI, TX 78471",,,,,,0,45.08042188,-109.05779901
MT,CARBON (MT),BIG HORN,,,BUREAU OF LAND MANAGEMENT ,MAGNUM PRODUCING,03-18-69/NA,MTM105431KQ,Lease,2018-03-13,2018-03-13,,120,2028-03-13,0,,0.00000000,2.00000000,0.12500000,1120.00000000,,6.00,9.00,S         ,22.00,E         ,,1,0,MAGNUM PRODUCING LP ," , ,    ","500 N SHORELINE #322  , CORPUS CHRISTI, TX 78471",,,,,,0,45.08049038,-109.07630864
MT,CARBON (MT),BIG HORN,,,BUREAU OF LAND MANAGEMENT ,MAGNUM PRODUCING,03-18-69/NA,MTM105431KQ,Lease,2018-03-13,2018-03-13,,120,2028-03-13,0,,0.00000000,2.00000000,0.12500000,1120.00000000,,18.00,9.00,S         ,22.00,E         ,,1,0,MAGNUM PRODUCING LP ," , ,    ","500 N SHORELINE #322  , CORPUS CHRISTI, TX 78471",,,,,,0,45.05151791,-109.07610212
MT,CARBON (MT),BIG HORN,,,BUREAU OF LAND MANAGEMENT ,MAGNUM PRODUCING,03-18-69/NA,MTM105431KQ,Lease,2018-03-13,2018-03-13,,120,2028-03-13,0,,0.00000000,2.00000000,0.12500000,1120.00000000,,18.00,9.00,S         ,22.00,E         ,,1,0,MAGNUM PRODUCING LP ," , ,    ","500 N SHORELINE #322  , CORPUS CHRISTI, TX 78471",,,,,,0,45.05151791,-109.07610212
MT,CARBON (MT),BIG HORN,,,BUREAU OF LAND MANAGEMENT ,MAGNUM PRODUCING,03-18-69/NA,MTM105431KQ,Lease,2018-03-13,2018-03-13,,120,2028-03-13,0,,0.00000000,2.00000000,0.12500000,1120.00000000,,33.00,9.00,S         ,22.00,E         ,,1,0,MAGNUM PRODUCING LP ," , ,    ","500 N SHORELINE #322  , CORPUS CHRISTI, TX 78471",,,,,,0,45.00808436,-109.03737305
MT,CARBON (MT),BIG HORN,,,BUREAU OF LAND MANAGEMENT ,MAGNUM PRODUCING,03-18-69/NA,MTM105431KQ,Lease,2018-03-13,2018-03-13,,120,2028-03-13,0,,0.00000000,2.00000000,0.12500000,1120.00000000,,32.00,9.00,S         ,22.00,E         ,,1,0,MAGNUM PRODUCING LP ," , ,    ","500 N SHORELINE #322  , CORPUS CHRISTI, TX 78471",,,,,,0,45.00813376,-109.05791980
MT,CARBON (MT),BIG HORN,,,BUREAU OF LAND MANAGEMENT ,MAGNUM PRODUCING,03-18-69/NA,MTM105431KQ,Lease,2018-03-13,2018-03-13,,120,2028-03-13,0,,0.00000000,2.00000000,0.12500000,1120.00000000,,35.00,9.00,S         ,22.00,E         ,,1,0,MAGNUM PRODUCING LP ," , ,    ","500 N SHORELINE #322  , CORPUS CHRISTI, TX 78471",,,,,,0,45.00798174,-108.99572260
MT,CARBON (MT),BIG HORN,,,BUREAU OF LAND MANAGEMENT ,MAGNUM PRODUCING,03-18-71/NA,MTM108952FF,Lease,2018-03-13,2018-03-13,,120,2028-03-13,0,,0.00000000,18.00000000,0.12500000,1184.33000000,,29.00,9.00,S         ,22.00,E         ,,1,0,MAGNUM PRODUCING LP ," , ,    ","500 N SHORELINE #322  , CORPUS CHRISTI, TX 78471",,,,,,0,45.02255324,-109.05788954
MT,CARBON (MT),BIG HORN,,,BUREAU OF LAND MANAGEMENT ,MAGNUM PRODUCING,03-18-71/NA,MTM108952FF,Lease,2018-03-13,2018-03-13,,120,2028-03-13,0,,0.00000000,18.00000000,0.12500000,1184.33000000,,20.00,9.00,S         ,22.00,E         ,,1,0,MAGNUM PRODUCING LP ," , ,    ","500 N SHORELINE #322  , CORPUS CHRISTI, TX 78471",,,,,,0,45.03699942,-109.05790505
MT,CARBON (MT),BIG HORN,,,BUREAU OF LAND MANAGEMENT ,MAGNUM PRODUCING,03-18-71/NA,MTM108952FF,Lease,2018-03-13,2018-03-13,,120,2028-03-13,0,,0.00000000,18.00000000,0.12500000,1184.33000000,,21.00,9.00,S         ,22.00,E         ,,1,0,MAGNUM PRODUCING LP ," , ,    ","500 N SHORELINE #322  , CORPUS CHRISTI, TX 78471",,,,,,0,45.03696527,-109.03738119
MT,CARBON (MT),BIG HORN,,,BUREAU OF LAND MANAGEMENT ,MAGNUM PRODUCING,03-18-71/NA,MTM108952FF,Lease,2018-03-13,2018-03-13,,120,2028-03-13,0,,0.00000000,18.00000000,0.12500000,1184.33000000,,28.00,9.00,S         ,22.00,E         ,,1,0,MAGNUM PRODUCING LP ," , ,    ","500 N SHORELINE #322  , CORPUS CHRISTI, TX 78471",,,,,,0,45.02252291,-109.03736568
MT,CARBON (MT),BIG HORN,,,BUREAU OF LAND MANAGEMENT ,MAGNUM PRODUCING,03-18-71/NA,MTM108952FF,Lease,2018-03-13,2018-03-13,,120,2028-03-13,0,,0.00000000,18.00000000,0.12500000,1184.33000000,,29.00,9.00,S         ,22.00,E         ,,1,0,MAGNUM PRODUCING LP ," , ,    ","500 N SHORELINE #322  , CORPUS CHRISTI, TX 78471",,,,,,0,45.02255324,-109.05788954
MT,CARBON (MT),BIG HORN,,,BUREAU OF LAND MANAGEMENT ,MAGNUM PRODUCING,03-18-71/NA,MTM108952FF,Lease,2018-03-13,2018-03-13,,120,2028-03-13,0,,0.00000000,18.00000000,0.12500000,1184.33000000,,29.00,9.00,S         ,22.00,E         ,,1,0,MAGNUM PRODUCING LP ," , ,    ","500 N SHORELINE #322  , CORPUS CHRISTI, TX 78471",,,,,,0,45.02255324,-109.05788954
MT,CARBON (MT),BIG HORN,,,BUREAU OF LAND MANAGEMENT ,MAGNUM PRODUCING,03-18-71/NA,MTM108952FF,Lease,2018-03-13,2018-03-13,,120,2028-03-13,0,,0.00000000,18.00000000,0.12500000,1184.33000000,,20.00,9.00,S         ,22.00,E         ,,1,0,MAGNUM PRODUCING LP ," , ,    ","500 N SHORELINE #322  , CORPUS CHRISTI, TX 78471",,,,,,0,45.03699942,-109.05790505
WY,CAMPBELL (WY),POWDER RIVER,POWDER RIVER,,BUREAU OF LAND MANAGEMENT ,MAGNUM PRODUCING,WY-181Q-057/NA,WYW186758,Lease,2018-03-21,2018-03-21,,120,2028-03-21,0,,0.00000000,13.00000000,0.12500000,81.12000000,,30.00,55.00,N         ,72.00,W         ,,1,0,MAGNUM PRODUCING LP ," , ,    ","500 N SHORELINE #322  , CORPUS CHRISTI, TX 78471",,,,,,0,44.72010243,-105.56504955
WY,CAMPBELL (WY),POWDER RIVER,POWDER RIVER,,BUREAU OF LAND MANAGEMENT ,MAGNUM PRODUCING,WY-181Q-057/NA,WYW186758,Lease,2018-03-21,2018-03-21,,120,2028-03-21,0,,0.00000000,13.00000000,0.12500000,81.12000000,,32.00,55.00,N         ,72.00,W         ,,1,0,MAGNUM PRODUCING LP ," , ,    ","500 N SHORELINE #322  , CORPUS CHRISTI, TX 78471",,,,,,0,44.70562933,-105.54541082
WY,CONVERSE (WY),POWDER RIVER,POWDER RIVER,,BUREAU OF LAND MANAGEMENT ,MAGNUM PRODUCING,WY-181Q-067/NA,WYW186768,Lease,2018-03-21,2018-03-21,,120,2028-03-21,0,,0.00000000,3.00000000,0.12500000,320.00000000,,10.00,33.00,N         ,75.00,W         ,,1,0,MAGNUM PRODUCING LP ," , ,    ","500 N SHORELINE #322  , CORPUS CHRISTI, TX 78471",,,,,,0,42.84457092,-105.83935686
WY,CONVERSE (WY),POWDER RIVER,POWDER RIVER,,BUREAU OF LAND MANAGEMENT ,MAGNUM PRODUCING,WY-181Q-067/NA,WYW186768,Lease,2018-03-21,2018-03-21,,120,2028-03-21,0,,0.00000000,3.00000000,0.12500000,320.00000000,,15.00,33.00,N         ,75.00,W         ,,1,0,MAGNUM PRODUCING LP ," , ,    ","500 N SHORELINE #322  , CORPUS CHRISTI, TX 78471",,,,,,0,42.82994916,-105.83932635
WY,CONVERSE (WY),POWDER RIVER,POWDER RIVER,,BUREAU OF LAND MANAGEMENT ,MAGNUM PRODUCING,WY-181Q-067/NA,WYW186768,Lease,2018-03-21,2018-03-21,,120,2028-03-21,0,,0.00000000,3.00000000,0.12500000,320.00000000,,10.00,33.00,N         ,75.00,W         ,,1,0,MAGNUM PRODUCING LP ," , ,    ","500 N SHORELINE #322  , CORPUS CHRISTI, TX 78471",,,,,,0,42.84457092,-105.83935686
WY,CONVERSE (WY),POWDER RIVER,POWDER RIVER,,BUREAU OF LAND MANAGEMENT ,MAGNUM PRODUCING,WY-181Q-067/NA,WYW186768,Lease,2018-03-21,2018-03-21,,120,2028-03-21,0,,0.00000000,3.00000000,0.12500000,320.00000000,,10.00,33.00,N         ,75.00,W         ,,1,0,MAGNUM PRODUCING LP ," , ,    ","500 N SHORELINE #322  , CORPUS CHRISTI, TX 78471",,,,,,0,42.84457092,-105.83935686
WY,CONVERSE (WY),POWDER RIVER,POWDER RIVER,,BUREAU OF LAND MANAGEMENT ,MAGNUM PRODUCING,WY-181Q-067/NA,WYW186768,Lease,2018-03-21,2018-03-21,,120,2028-03-21,0,,0.00000000,3.00000000,0.12500000,320.00000000,,10.00,33.00,N         ,75.00,W         ,,1,0,MAGNUM PRODUCING LP ," , ,    ","500 N SHORELINE #322  , CORPUS CHRISTI, TX 78471",,,,,,0,42.84457092,-105.83935686
WY,CONVERSE (WY),POWDER RIVER,POWDER RIVER,,BUREAU OF LAND MANAGEMENT ,MAGNUM PRODUCING,WY-181Q-067/NA,WYW186768,Lease,2018-03-21,2018-03-21,,120,2028-03-21,0,,0.00000000,3.00000000,0.12500000,320.00000000,,15.00,33.00,N         ,75.00,W         ,,1,0,MAGNUM PRODUCING LP ," , ,    ","500 N SHORELINE #322  , CORPUS CHRISTI, TX 78471",,,,,,0,42.82994916,-105.83932635
MT,MUSSELSHELL (MT),BIG SNOWY TROUGH,,,BUREAU OF LAND MANAGEMENT ,MAGNUM PRODUCING,03-18-39/NA,MTM108952DN,Lease,2018-03-13,2018-03-13,,120,2028-03-13,0,,0.00000000,2.00000000,0.12500000,160.00000000,,12.00,9.00,N         ,26.00,E         ,,1,0,MAGNUM PRODUCING LP ," , ,    ","500 N SHORELINE #322  , CORPUS CHRISTI, TX 78471",,,,,,0,46.55514878,-108.39524310
